Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,1,5,0
1,8,0,0,0,5,-1
1,9,0,0,0,6,-1
1,10,0,1,1,6,-1
3,9,0,0,0,6,-1
1,10,0,1,1,6,-1
3,9,0,1,1,7,-1
3,8,0,0,2,7,-1
1,9,0,1,2,6,-1
1,10,0,1,2,7,-1
0,10,1,1,4,7,-1
2,10,0,0,4,8,-1
3,9,0,1,4,6,-1
1,10,0,1,3,5,-1
1,11,0,1,4,6,-1
0,11,1,1,5,6,-1
2,11,0,1,5,5,-1
0,11,1,1,7,5,-1
2,11,0,1,7,3,-1
0,11,1,1,7,4,-1
3,10,1,1,7,3,-1
1,11,1,1,9,3,-1
2,11,0,1,8,2,-1
0,11,1,1,8,4,-1
2,11,0,1,8,3,-1
0,11,1,1,8,5,-1
2,11,0,1,7,4,-1
0,11,1,1,8,4,-1
2,11,0,1,9,3,-1
3,10,0,1,9,1,-1
1,11,0,1,9,0,-1
0,11,1,1,10,0,-1
0,11,2,1,10,1,-1
0,11,3,1,11,2,-1
0,11,4,1,11,4,-101
0,11,4,1,11,4,-101
