Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,12,14,0
0,7,1,0,11,14,-1
3,6,1,0,11,13,-1
0,6,2,0,12,13,-1
3,5,2,0,13,13,-1
3,4,2,0,13,12,-1
3,3,2,0,13,11,-1
2,3,1,0,12,11,-1
2,3,0,0,12,12,-1
3,2,0,0,13,12,-1
3,1,0,0,13,13,-1
3,0,0,0,14,13,-1
1,1,0,0,14,14,-1
1,2,0,0,13,14,-1
1,3,0,0,12,14,-1
3,2,0,1,11,14,-1
0,2,1,0,11,12,-1
3,1,1,1,10,12,-1
3,0,1,1,9,12,-1
1,1,1,0,11,12,-1
1,2,1,1,10,12,-1
3,1,1,1,9,12,-1
2,1,0,1,9,11,-1
3,0,0,1,10,10,-1
0,0,1,0,11,9,-1
0,0,2,0,11,8,-1
0,0,3,0,11,7,-1
2,0,2,0,11,6,-1
2,0,1,0,11,5,-1
1,1,1,1,11,4,-1
1,2,1,1,10,3,-1
0,2,2,1,11,3,-1
3,1,2,0,10,4,-1
0,1,3,1,10,3,-1
3,0,3,1,9,3,-1
2,0,2,1,8,3,-1
2,0,1,1,7,3,-1
2,0,0,1,6,3,-1
0,0,1,1,5,3,-1
2,0,0,1,4,4,-1
1,1,0,1,3,5,-1
3,0,0,1,3,4,-1
1,1,0,1,4,4,-1
3,0,0,1,3,3,-1
0,0,1,1,1,3,-1
2,0,0,1,1,2,-1
1,1,0,1,1,0,-101
1,1,0,1,1,0,-101
