Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,2,13,0
1,8,0,1,2,12,-1
1,9,0,1,2,11,-1
1,10,0,1,2,10,-1
1,11,0,1,1,10,-1
1,12,0,1,2,9,-1
1,13,0,1,4,9,-1
1,14,0,1,5,8,-1
3,13,0,1,6,8,-1
3,12,0,1,6,7,-1
1,13,0,1,6,6,-1
1,14,0,1,8,6,-1
3,13,0,1,8,5,-1
1,14,0,1,9,5,-1
3,13,0,1,9,4,-1
1,14,0,1,10,3,-1
3,13,0,1,10,1,-1
1,14,0,1,12,1,-1
0,14,1,1,12,0,-1
0,14,2,1,11,0,-1
0,14,3,1,11,1,-1
0,14,4,0,12,1,-1
2,14,3,1,13,1,-1
0,14,4,0,12,2,-1
0,14,5,1,12,3,-1
3,13,5,1,12,4,-1
0,13,6,1,13,5,-1
0,13,7,1,13,6,-1
3,12,7,1,12,5,-1
0,12,8,1,11,4,-1
0,12,9,1,12,5,-1
0,12,10,1,12,6,-1
0,12,11,1,12,8,-1
0,12,12,1,12,10,-1
0,12,13,1,12,12,-1
0,12,14,1,12,13,-1
3,11,14,1,12,14,-1
3,10,14,1,11,14,-1
3,9,14,1,10,14,-1
3,8,14,1,9,14,-1
3,7,14,1,8,13,999
3,7,14,1,8,13,999
