Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,8,8,0
3,6,0,0,8,7,-1
3,5,0,0,8,6,-1
0,5,1,0,8,7,-1
2,5,0,0,8,8,-1
3,4,0,0,7,8,-1
3,3,0,0,8,8,-1
3,2,0,0,9,8,-1
0,2,1,0,8,8,-1
3,1,1,0,9,8,-1
0,1,2,0,8,8,-1
3,0,2,0,8,9,-1
0,0,3,0,8,8,-1
0,0,4,0,9,8,-1
0,0,5,0,8,8,-1
0,0,6,0,8,7,-1
2,0,5,0,8,8,-1
0,0,6,0,7,8,-1
2,0,5,0,8,8,-1
2,0,4,0,8,7,-1
0,0,5,0,8,8,-1
0,0,6,0,8,7,-1
0,0,7,0,9,7,-1
1,1,7,0,8,7,-1
0,1,8,0,8,6,-1
0,1,9,0,8,7,-1
0,1,10,0,8,6,-1
1,2,10,0,8,7,-1
0,2,11,0,9,7,-1
2,2,10,0,8,7,-1
3,1,10,0,8,8,-1
1,2,10,0,7,8,-1
3,1,10,0,7,9,-1
2,1,9,0,7,8,-1
0,1,10,0,8,8,-1
0,1,11,0,7,8,-1
2,1,10,1,6,8,-1
0,1,11,0,5,8,-1
0,1,12,1,3,8,-1
2,1,11,0,4,9,-1
0,1,12,0,4,8,-1
3,0,12,1,3,9,-1
1,1,12,0,4,8,-1
3,0,12,0,3,7,-1
1,1,12,1,3,8,-1
2,1,11,0,4,9,-1
0,1,12,1,3,9,-1
0,1,13,0,4,8,-1
3,0,13,1,3,9,-1
1,1,13,0,4,8,-1
2,1,12,1,3,9,-1
0,1,13,0,4,9,-1
2,1,12,1,3,9,-1
0,1,13,0,4,8,-1
3,0,13,0,3,8,-1
2,0,12,1,3,9,-1
1,1,12,0,4,9,-1
2,1,11,1,3,9,-1
0,1,12,0,4,8,-1
0,1,13,1,3,8,-1
2,1,12,1,3,9,-1
0,1,13,0,4,8,-1
2,1,12,1,3,8,-1
0,1,13,0,4,9,-1
3,0,13,1,3,9,-1
1,1,13,0,4,8,-1
0,1,14,0,4,9,-1
1,2,14,0,3,9,-1
3,1,14,0,4,9,-1
2,1,13,0,3,9,-1
2,1,12,0,4,9,-1
3,0,12,1,3,9,-1
0,0,13,0,4,9,-1
2,0,12,1,3,9,-1
1,1,12,0,4,9,-1
0,1,13,0,3,9,-1
2,1,12,0,4,9,-1
0,1,13,0,3,9,-1
1,2,13,0,3,8,-1
3,1,13,0,4,9,-1
3,0,13,1,3,9,-1
1,1,13,0,4,9,-1
2,1,12,1,3,9,-1
0,1,13,0,4,8,-1
2,1,12,0,4,9,-1
2,1,11,1,3,9,-1
0,1,12,0,4,8,-1
3,0,12,1,3,9,-1
1,1,12,0,4,9,-1
0,1,13,0,3,9,-1
3,0,13,0,4,9,-1
2,0,12,1,3,9,-1
1,1,12,0,4,8,-1
2,1,11,1,4,7,-1
0,1,12,0,4,9,-1
0,1,13,0,3,9,-1
2,1,12,0,4,8,-1
0,1,13,1,3,8,-1
2,1,12,1,3,9,-1
0,1,13,0,4,8,-1
3,0,13,1,3,9,-1
1,1,13,0,4,8,-1
2,1,12,0,4,9,-1
2,1,11,1,3,9,-1
0,1,12,0,4,8,-1
2,1,11,1,3,9,-1
0,1,12,0,4,8,-1
2,1,11,1,3,9,-1
0,1,12,0,4,8,-1
0,1,13,0,4,9,-1
3,0,13,1,3,9,-1
1,1,13,0,4,9,-1
3,0,13,1,3,9,-1
1,1,13,0,4,9,-1
2,1,12,1,3,9,-1
0,1,13,0,4,8,-1
3,0,13,1,3,9,-1
1,1,13,0,4,9,-1
2,1,12,1,3,9,-1
0,1,13,0,4,9,-1
2,1,12,1,3,9,-1
0,1,13,0,4,9,-1
2,1,12,1,3,9,-1
0,1,13,0,4,9,-1
1,2,13,0,3,9,-1
3,1,13,1,3,8,-1
3,0,13,0,2,8,-1
1,1,13,1,1,8,-1
2,1,12,0,2,8,-1
2,1,11,1,1,8,-1
1,2,11,0,2,7,-1
2,2,10,0,2,8,-1
3,1,10,1,2,7,-1
1,2,10,1,1,8,-1
0,2,11,1,1,9,-1
1,3,11,1,2,10,-1
0,3,12,1,2,11,-1
1,4,12,1,3,12,-1
1,5,12,1,4,12,-1
1,6,12,1,5,12,-1
0,6,13,1,6,13,-101
0,6,13,1,6,13,-101
