Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,6,14,0
1,8,0,0,7,14,-1
0,8,1,0,6,14,-1
1,9,1,0,6,13,-1
3,8,1,0,6,12,-1
0,8,2,0,6,13,-1
2,8,1,0,7,13,-1
0,8,2,0,8,13,-1
2,8,1,0,7,13,-1
1,9,1,0,6,13,-1
1,10,1,0,6,12,-1
0,10,2,0,6,13,-1
1,11,2,0,6,12,-1
0,11,3,0,6,13,-1
1,12,3,0,6,12,-1
0,12,4,0,6,13,-1
1,13,4,0,6,14,-1
3,12,4,0,6,13,-1
1,13,4,0,6,12,-1
3,12,4,0,6,13,-1
1,13,4,0,6,14,-1
2,13,3,0,7,14,-1
3,12,3,0,7,13,-1
0,12,4,0,7,14,-1
1,13,4,0,8,14,-1
3,12,4,0,8,13,-1
1,13,4,0,7,13,-1
3,12,4,0,8,13,-1
2,12,3,0,8,12,-1
0,12,4,0,8,11,-1
1,13,4,0,8,12,-1
2,13,3,0,8,11,-1
2,13,2,0,8,10,-1
0,13,3,0,9,10,-1
0,13,4,0,10,10,-1
2,13,3,0,9,10,-1
0,13,4,0,8,10,-1
2,13,3,0,7,10,-1
0,13,4,0,7,11,-1
0,13,5,0,7,10,-1
0,13,6,0,8,10,-1
0,13,7,0,9,10,-1
0,13,8,0,10,10,-1
1,14,8,0,11,10,-1
0,14,9,0,11,9,-1
0,14,10,0,10,9,-1
3,13,10,0,10,8,-1
1,14,10,0,10,7,-1
2,14,9,1,10,6,-1
0,14,10,0,10,7,-1
3,13,10,0,11,7,-1
0,13,11,0,12,7,-1
3,12,11,0,13,7,-1
3,11,11,0,12,7,-1
3,10,11,0,13,7,-1
2,10,10,0,13,8,-1
3,9,10,0,14,8,-1
3,8,10,0,14,9,-1
1,9,10,0,13,9,-1
3,8,10,0,14,9,-1
1,9,10,0,13,9,-1
2,9,9,0,14,9,-1
0,9,10,0,13,9,-1
3,8,10,0,14,9,-1
3,7,10,0,13,9,-1
0,7,11,0,14,9,-1
1,8,11,0,14,10,-1
0,8,12,1,13,11,-1
0,8,13,0,12,12,-1
1,9,13,0,12,11,-1
3,8,13,1,11,11,-1
0,8,14,1,10,12,-1
2,8,13,1,8,12,-1
3,7,13,1,8,13,-1
0,7,14,1,8,12,999
0,7,14,1,8,12,999
