Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,1,0,-1
0,6,1,3,0,-1
0,6,2,4,0,-1
0,6,3,5,0,-1
0,6,4,5,1,-1
3,5,4,6,1,-1
3,4,4,6,2,-1
3,3,4,6,1,-1
0,3,5,6,2,-1
2,3,4,6,1,-1
0,3,5,6,2,-1
0,3,6,6,1,-1
3,2,6,6,0,-1
0,2,7,6,1,-1
3,1,7,6,2,-1
0,1,8,6,1,-1
3,0,8,5,1,-1
0,0,9,6,1,-1
0,0,10,6,2,-1
1,1,10,6,1,-1
3,0,10,6,0,-1
1,1,10,5,0,-1
3,0,10,5,1,-1
1,1,10,6,1,-1
2,1,9,6,2,-1
1,2,9,6,1,-1
0,2,10,6,2,-1
1,3,10,6,4,-1
1,4,10,6,5,-1
1,5,10,6,6,999
1,5,10,6,6,999
