Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
0,5,1,2,0,-1
1,6,1,2,1,-1
0,6,2,1,1,-1
0,6,3,2,1,-1
2,6,2,3,1,-1
0,6,3,4,1,-1
0,6,4,5,1,-1
3,5,4,6,1,-1
3,4,4,5,1,-1
3,3,4,6,1,-1
2,3,3,5,1,-1
0,3,4,5,0,-1
0,3,5,6,0,-1
1,4,5,6,1,-1
2,4,4,5,1,-1
3,3,4,6,1,-1
0,3,5,5,1,-1
0,3,6,6,1,-1
3,2,6,5,1,-1
3,1,6,6,1,-1
0,1,7,5,1,-1
3,0,7,6,1,-1
1,1,7,6,0,-1
3,0,7,5,0,-1
0,0,8,6,0,-1
0,0,9,6,1,-1
1,1,9,5,1,-1
2,1,8,6,1,-1
0,1,9,6,0,-1
0,1,10,6,1,-1
3,0,10,5,1,-1
1,1,10,6,1,-1
1,2,10,6,2,-1
3,1,10,7,2,-1
2,1,9,8,2,-1
2,1,8,7,2,-1
0,1,9,7,3,-1
1,2,9,7,4,-1
1,3,9,7,5,-1
0,3,10,7,6,-1
1,4,10,6,7,-1
1,5,10,6,9,999
1,5,10,6,9,999
