Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,9,14,0
0,7,1,0,9,13,-1
2,7,0,0,10,13,-1
0,7,1,0,11,13,-1
3,6,1,0,12,13,-1
3,5,1,0,12,14,-1
3,4,1,0,12,13,-1
3,3,1,0,11,13,-1
3,2,1,0,11,14,-1
2,2,0,1,10,14,-1
1,3,0,0,11,13,-1
3,2,0,0,11,12,-1
1,3,0,0,11,11,-1
0,3,1,0,12,11,-1
1,4,1,1,12,10,-1
3,3,1,1,11,9,-1
3,2,1,1,11,8,-1
3,1,1,1,10,8,-1
3,0,1,1,10,7,-1
2,0,0,1,8,7,-1
0,0,1,1,6,7,-1
2,0,0,1,5,7,-1
1,1,0,1,5,6,-1
3,0,0,1,5,5,-1
0,0,1,1,4,5,-1
2,0,0,1,5,4,-1
0,0,1,1,4,4,-1
2,0,0,1,3,4,-1
0,0,1,1,2,4,-1
2,0,0,1,4,4,-1
1,1,0,1,3,3,-1
3,0,0,1,3,4,-1
0,0,1,1,1,4,-1
2,0,0,1,1,3,-1
1,1,0,1,1,2,-1
1,2,0,1,1,1,-1
1,3,0,1,2,1,-1
1,4,0,1,3,0,-1
1,5,0,1,2,1,-1
1,6,0,1,4,1,-1
1,7,0,1,5,1,-1
1,8,0,1,7,1,-1
1,9,0,1,8,0,-1
1,10,0,1,9,0,-1
1,11,0,1,10,0,-1
1,12,0,1,11,0,-1
0,12,1,1,12,1,-101
0,12,1,1,12,1,-101
