Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,12,11,0
3,6,0,1,13,11,-1
3,5,0,1,13,12,-1
3,4,0,1,13,10,-1
3,3,0,1,12,9,-1
3,2,0,1,10,9,-1
3,1,0,1,9,9,-1
0,1,1,1,8,9,-1
2,1,0,1,8,10,-1
3,0,0,1,8,11,-1
1,1,0,1,8,9,-1
3,0,0,1,7,10,-1
1,1,0,1,7,9,-1
3,0,0,1,7,7,-1
0,0,1,1,8,6,-1
2,0,0,1,6,6,-1
1,1,0,1,6,7,-1
3,0,0,1,7,7,-1
1,1,0,1,6,6,-1
3,0,0,1,7,6,-1
1,1,0,1,6,5,-1
3,0,0,1,4,5,-1
0,0,1,1,2,5,-1
2,0,0,1,1,5,-1
1,1,0,1,1,3,-1
1,2,0,1,2,3,-1
1,3,0,1,2,2,-1
1,4,0,1,3,2,-1
1,5,0,1,2,3,-1
1,6,0,1,3,3,-1
1,7,0,1,4,3,-1
1,8,0,1,5,3,-1
0,8,1,1,6,3,-1
1,9,1,1,7,2,-1
1,10,1,1,9,2,-1
1,11,1,1,10,2,-1
1,12,1,1,11,1,-1
0,12,2,1,11,3,-1
2,12,1,1,12,4,-1
2,12,0,1,12,2,-1
3,11,0,1,12,1,-1
3,10,0,1,11,2,-1
3,9,0,1,10,1,-1
3,8,0,1,9,1,-1
3,7,0,1,9,0,-1
3,6,0,1,8,0,-1
3,5,0,1,7,1,-1
3,4,0,1,6,1,-1
3,3,0,1,7,1,-1
3,2,0,1,6,2,-1
3,1,0,1,5,2,-1
3,0,0,1,5,1,-1
0,0,1,1,6,0,-1
0,0,2,1,5,0,-1
0,0,3,1,4,1,-1
0,0,4,1,3,1,-1
0,0,5,1,3,3,-1
0,0,6,1,2,3,-1
0,0,7,1,1,4,-1
0,0,8,1,1,6,-1
0,0,9,1,1,7,-1
0,0,10,1,1,8,-1
0,0,11,1,1,7,-1
1,1,11,1,0,8,-1
0,1,12,1,0,9,-1
1,2,12,1,1,10,-1
1,3,12,1,2,10,-1
1,4,12,1,3,10,-1
0,4,13,1,4,10,-1
0,4,14,1,4,11,-1
1,5,14,1,4,12,-1
1,6,14,1,5,13,-1
1,7,14,1,6,13,999
1,7,14,1,6,13,999
