Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,0,0,0
0,7,1,0,0,1,-1
1,8,1,0,0,0,-1
0,8,2,0,1,0,-1
1,9,2,0,1,1,-1
1,10,2,0,0,1,-1
1,11,2,0,1,1,-1
1,12,2,0,1,2,-1
0,12,3,0,2,2,-1
0,12,4,0,2,1,-1
0,12,5,0,2,0,-1
1,13,5,0,2,1,-1
3,12,5,0,2,0,-1
0,12,6,0,3,0,-1
2,12,5,0,4,0,-1
0,12,6,0,5,0,-1
0,12,7,0,6,0,-1
3,11,7,0,7,0,-1
0,11,8,0,7,1,-1
3,10,8,1,7,0,-1
0,10,9,1,8,1,-1
0,10,10,0,8,3,-1
0,10,11,0,8,2,-1
0,10,12,0,8,3,-1
0,10,13,0,8,4,-1
3,9,13,1,8,5,-1
0,9,14,1,8,6,-1
3,8,14,1,7,5,-1
3,7,14,1,7,6,999
3,7,14,1,7,6,999
