Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,1,0,-1
1,7,0,3,0,-1
1,8,0,5,0,-1
1,9,0,7,0,-1
1,10,0,8,0,-1
0,10,1,10,0,-1
2,10,0,9,0,-1
3,9,0,8,0,-1
3,8,0,7,0,-1
3,7,0,6,0,-1
1,8,0,7,0,-1
1,9,0,7,0,-1
1,10,0,7,0,-1
0,10,1,8,0,-1
0,10,2,9,0,-1
0,10,3,8,0,-1
2,10,2,9,0,-1
0,10,3,10,0,-1
3,9,3,9,0,-1
1,10,3,10,0,-1
3,9,3,9,0,-1
1,10,3,10,0,-1
3,9,3,9,0,-1
3,8,3,10,0,-1
3,7,3,9,0,-1
0,7,4,10,0,-1
0,7,5,9,0,-1
1,8,5,10,0,-1
3,7,5,9,0,-1
0,7,6,10,0,-1
0,7,7,9,0,-1
0,7,8,10,0,-1
0,7,9,9,0,-1
0,7,10,10,0,-1
3,6,10,9,0,-1
3,5,10,10,0,999
3,5,10,10,0,999
