Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,8,9,0
1,8,0,0,9,9,-1
1,9,0,0,8,9,-1
1,10,0,0,9,9,-1
1,11,0,0,8,9,-1
1,12,0,0,8,10,-1
1,13,0,0,8,9,-1
0,13,1,0,9,9,-1
1,14,1,0,9,10,-1
3,13,1,0,10,10,-1
3,12,1,0,9,10,-1
0,12,2,0,9,9,-1
0,12,3,0,8,9,-1
0,12,4,0,8,10,-1
0,12,5,0,7,10,-1
0,12,6,0,6,10,-1
3,11,6,0,7,10,-1
1,12,6,0,6,10,-1
1,13,6,0,6,11,-1
0,13,7,0,6,10,-1
1,14,7,0,5,10,-1
0,14,8,0,5,9,-1
3,13,8,0,5,10,-1
0,13,9,0,6,10,-1
0,13,10,1,7,10,-1
0,13,11,1,6,10,-1
1,14,11,1,7,11,-1
0,14,12,0,8,11,-1
0,14,13,0,9,11,-1
3,13,13,0,10,11,-1
3,12,13,1,9,12,-1
3,11,13,1,10,12,-1
0,11,14,1,11,13,-1
3,10,14,1,10,13,-1
3,9,14,1,9,13,-1
3,8,14,1,8,14,-101
3,8,14,1,8,14,-101
