Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,8,9,0
1,8,0,0,9,9,-1
1,9,0,0,10,9,-1
1,10,0,0,10,10,-1
1,11,0,0,10,9,-1
0,11,1,0,10,8,-1
0,11,2,0,10,9,-1
1,12,2,0,11,9,-1
0,12,3,0,10,9,-1
0,12,4,0,9,9,-1
1,13,4,0,10,9,-1
1,14,4,0,9,9,-1
3,13,4,0,8,9,-1
0,13,5,0,9,9,-1
0,13,6,0,8,9,-1
0,13,7,0,9,9,-1
0,13,8,0,9,10,-1
0,13,9,0,8,10,-1
0,13,10,1,10,10,-1
0,13,11,1,11,10,-1
0,13,12,1,12,10,-1
0,13,13,1,13,11,-1
3,12,13,1,13,12,-1
3,11,13,1,12,13,-1
0,11,14,1,11,14,-101
0,11,14,1,11,14,-101
