Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,8,9,0
1,8,0,0,8,10,-1
1,9,0,0,8,9,-1
1,10,0,0,9,9,-1
1,11,0,0,8,9,-1
1,12,0,0,9,9,-1
0,12,1,0,8,9,-1
0,12,2,0,9,9,-1
0,12,3,0,10,9,-1
0,12,4,0,11,9,-1
0,12,5,0,10,9,-1
0,12,6,0,10,8,-1
1,13,6,0,10,9,-1
1,14,6,0,9,9,-1
3,13,6,0,8,9,-1
2,13,5,0,8,10,-1
0,13,6,0,8,11,-1
0,13,7,0,9,11,-1
0,13,8,0,9,10,-1
2,13,7,0,8,10,-1
1,14,7,0,8,9,-1
3,13,7,0,8,10,-1
1,14,7,0,8,9,-1
3,13,7,0,8,10,-1
0,13,8,0,7,10,-1
0,13,9,0,8,10,-1
0,13,10,1,9,10,-1
0,13,11,1,11,10,-1
0,13,12,1,12,11,-1
0,13,13,1,13,12,-1
3,12,13,1,13,13,-1
3,11,13,1,14,12,-1
3,10,13,0,13,12,-1
3,9,13,1,13,13,-1
0,9,14,1,11,13,-1
3,8,14,1,9,13,-1
3,7,14,1,7,13,999
3,7,14,1,7,13,999
