Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,6,13,0
3,6,0,0,7,14,-1
0,6,1,0,7,12,-1
3,5,1,0,7,11,-1
0,5,2,0,7,10,-1
3,4,2,0,7,11,-1
2,4,1,0,7,10,-1
1,5,1,0,7,9,-1
3,4,1,0,7,8,-1
3,3,1,0,7,7,-1
2,3,0,0,7,6,-1
3,2,0,0,6,6,-1
1,3,0,0,6,5,-1
1,4,0,0,6,4,-1
0,4,1,0,5,4,-1
3,3,1,0,4,4,-1
1,4,1,0,5,4,-1
2,4,0,0,6,4,-1
0,4,1,0,5,4,-1
1,5,1,0,4,4,-1
2,5,0,0,5,4,-1
0,5,1,0,6,4,-1
0,5,2,0,5,4,-1
3,4,2,0,6,4,-1
3,3,2,0,5,4,-1
2,3,1,0,6,4,-1
1,4,1,0,5,4,-1
1,5,1,0,6,4,-1
2,5,0,0,5,4,-1
0,5,1,0,5,5,-1
2,5,0,0,4,5,-1
1,6,0,0,4,4,-1
1,7,0,0,5,4,-1
0,7,1,0,6,4,-1
0,7,2,1,7,3,-1
1,8,2,1,8,2,-101
1,8,2,1,8,2,-101
