Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,9,13,0
3,6,0,1,9,11,-1
3,5,0,1,9,10,-1
3,4,0,1,9,8,-1
3,3,0,1,8,8,-1
3,2,0,1,9,7,-1
3,1,0,1,7,7,-1
3,0,0,1,6,7,-1
0,0,1,1,5,6,-1
2,0,0,1,4,5,-1
1,1,0,1,4,3,-1
3,0,0,1,3,3,-1
0,0,1,1,3,4,-1
2,0,0,1,2,4,-1
1,1,0,1,3,3,-1
3,0,0,1,2,3,-1
1,1,0,1,2,2,-1
3,0,0,1,1,1,-1
1,1,0,1,1,2,-1
1,2,0,1,1,1,-1
1,3,0,1,2,1,-1
1,4,0,1,3,0,-1
1,5,0,1,2,0,-1
1,6,0,1,3,0,-1
1,7,0,1,2,1,-1
1,8,0,1,3,1,-1
1,9,0,1,4,1,-1
1,10,0,1,5,1,-1
1,11,0,1,6,0,-1
1,12,0,1,8,0,-1
1,13,0,1,10,0,-1
0,13,1,1,11,1,-1
0,13,2,1,13,1,-1
0,13,3,1,13,2,-1
3,12,3,1,12,2,-1
0,12,4,1,12,3,-1
0,12,5,1,12,5,-101
0,12,5,1,12,5,-101
