Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,12,14,0
3,6,0,0,12,13,-1
3,5,0,0,11,13,-1
0,5,1,0,12,13,-1
2,5,0,0,11,13,-1
3,4,0,0,10,13,-1
1,5,0,0,10,14,-1
0,5,1,0,11,14,-1
3,4,1,0,12,14,-1
3,3,1,0,12,12,-1
1,4,1,0,12,11,-1
3,3,1,0,12,10,-1
3,2,1,1,11,12,-1
3,1,1,1,10,11,-1
3,0,1,1,9,10,-1
2,0,0,0,10,9,-1
0,0,1,1,8,9,-1
1,1,1,1,8,8,-1
3,0,1,1,6,8,-1
2,0,0,1,6,6,-1
0,0,1,1,4,6,-1
2,0,0,1,4,5,-1
1,1,0,1,4,4,-1
3,0,0,1,3,4,-1
1,1,0,1,3,3,-1
3,0,0,1,2,3,-1
1,1,0,1,3,3,-1
3,0,0,1,2,3,-1
0,0,1,1,1,2,-1
2,0,0,1,1,1,-1
0,0,1,1,0,1,-101
0,0,1,1,0,1,-101
