Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
0,5,1,1,0,-1
0,5,2,3,0,-1
0,5,3,4,0,-1
0,5,4,3,0,-1
1,6,4,4,0,-1
1,7,4,5,0,-1
1,8,4,5,1,-1
1,9,4,6,1,-1
1,10,4,6,0,-1
0,10,5,6,1,-1
2,10,4,5,1,-1
0,10,5,6,1,-1
0,10,6,6,2,-1
0,10,7,7,3,-1
0,10,8,7,4,-1
2,10,7,8,4,-1
0,10,8,8,5,-1
0,10,9,7,5,-1
0,10,10,8,5,-1
2,10,9,7,5,-1
0,10,10,8,5,-1
3,9,10,7,5,-1
1,10,10,7,4,-1
3,9,10,8,4,-1
1,10,10,7,4,-1
2,10,9,8,4,-1
0,10,10,8,5,-1
3,9,10,7,5,-1
1,10,10,7,4,-1
2,10,9,8,4,-1
0,10,10,8,5,-1
3,9,10,7,5,-1
1,10,10,8,5,-1
2,10,9,8,4,-1
0,10,10,8,5,-1
3,9,10,7,5,-1
1,10,10,7,4,-1
3,9,10,8,4,-1
1,10,10,8,5,-1
2,10,9,7,5,-1
0,10,10,8,5,-1
3,9,10,7,5,-1
1,10,10,8,5,-1
2,10,9,7,5,-1
0,10,10,8,5,-1
3,9,10,7,5,-1
1,10,10,6,5,-1
3,9,10,7,5,-1
1,10,10,8,5,-1
3,9,10,8,4,-1
1,10,10,9,4,-1
3,9,10,10,4,-1
1,10,10,10,6,-1
3,9,10,10,7,-1
1,10,10,10,9,-1
2,10,9,10,10,-1
2,10,8,10,10,-1
2,10,7,10,9,-1
2,10,6,10,7,-1
2,10,5,10,6,-1
0,10,6,9,6,-1
3,9,6,10,6,-1
1,10,6,9,6,-1
3,9,6,10,5,-1
1,10,6,10,6,-1001
1,10,6,10,6,-1001
