Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,10,8,0
1,8,0,0,10,9,-1
1,9,0,0,10,8,-1
0,9,1,0,10,9,-1
0,9,2,0,10,8,-1
3,8,2,0,10,7,-1
1,9,2,0,9,7,-1
2,9,1,0,9,6,-1
0,9,2,0,10,6,-1
0,9,3,0,10,7,-1
1,10,3,0,10,8,-1
1,11,3,0,11,8,-1
2,11,2,0,10,8,-1
0,11,3,0,10,9,-1
3,10,3,0,10,8,-1
1,11,3,0,10,7,-1
2,11,2,0,11,7,-1
1,12,2,1,12,7,-1
2,12,1,0,10,7,-1
0,12,2,0,10,6,-1
3,11,2,0,9,6,-1
3,10,2,0,10,6,-1
0,10,3,0,9,6,-1
0,10,4,0,9,7,-1
3,9,4,0,9,6,-1
3,8,4,0,10,6,-1
3,7,4,1,10,7,-1
2,7,3,1,9,6,-1
2,7,2,1,8,5,-1
2,7,1,1,8,4,-1
3,6,1,1,8,3,-1
3,5,1,1,7,3,-1
3,4,1,1,6,3,-1
3,3,1,1,5,3,-1
3,2,1,1,4,3,-1
3,1,1,1,3,3,-1
2,1,0,1,3,2,-1
3,0,0,1,2,2,-1
0,0,1,1,1,2,-1
2,0,0,1,0,1,-1
1,1,0,1,0,0,-1
1,2,0,1,1,0,-1
1,3,0,1,3,0,-101
1,3,0,1,3,0,-101
