Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,0,11,0
1,8,0,0,0,10,-1
0,8,1,0,0,9,-1
0,8,2,0,1,9,-1
0,8,3,0,1,8,-1
0,8,4,0,2,9,-1
0,8,5,0,3,9,-1
0,8,6,0,4,9,-1
3,7,6,0,4,8,-1
3,6,6,0,4,7,-1
0,6,7,1,4,6,-1
0,6,8,0,4,4,-1
0,6,9,0,5,4,-1
2,6,8,0,4,4,-1
0,6,9,0,4,5,-1
1,7,9,0,4,6,-1
3,6,9,0,5,6,-1
1,7,9,1,6,6,-1
1,8,9,1,6,7,-1
0,8,10,1,6,6,-1
0,8,11,1,7,5,-1
1,9,11,1,7,7,-1
0,9,12,1,7,9,-1
0,9,13,1,8,10,-1
0,9,14,1,8,9,-1
2,9,13,1,8,10,-1
3,8,13,0,8,11,-1
0,8,14,1,9,11,-1
2,8,13,1,9,13,-1
3,7,13,1,7,13,-101
3,7,13,1,7,13,-101
