Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,13,14,0
0,7,1,0,13,13,-1
3,6,1,0,12,14,-1
1,7,1,0,12,13,-1
2,7,0,0,12,12,-1
1,8,0,0,12,11,-1
0,8,1,0,12,10,-1
3,7,1,0,12,9,-1
3,6,1,0,11,9,-1
1,7,1,1,10,9,-1
3,6,1,1,9,8,-1
3,5,1,1,9,6,-1
3,4,1,0,8,6,-1
3,3,1,1,8,5,-1
3,2,1,1,7,4,-1
0,2,2,1,6,3,-1
0,2,3,0,5,3,-1
0,2,4,0,4,3,-1
3,1,4,0,4,2,-1
0,1,5,1,3,2,-1
0,1,6,1,2,2,-1
0,1,7,0,2,4,-1
1,2,7,1,1,4,-1
1,3,7,1,1,6,-1
1,4,7,1,2,7,-1
1,5,7,1,3,7,-1
1,6,7,1,2,7,-1
0,6,8,1,3,7,-1
0,6,9,1,5,7,-1
0,6,10,1,5,8,-1
0,6,11,1,5,10,-1
0,6,12,1,5,11,-1
0,6,13,1,6,12,-1
1,7,13,1,6,13,-1
0,7,14,1,7,13,999
0,7,14,1,7,13,999
