Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,0,0,0
1,8,0,1,1,0,-1
1,9,0,1,2,0,-1
1,10,0,1,3,0,-1
1,11,0,1,2,1,-1
1,12,0,1,3,1,-1
1,13,0,1,4,1,-1
1,14,0,1,6,1,-1
0,14,1,1,8,1,-1
0,14,2,1,8,0,-1
0,14,3,1,10,0,-1
0,14,4,1,10,1,-1
0,14,5,1,11,1,-1
0,14,6,1,11,3,-1
0,14,7,1,10,3,-1
0,14,8,1,10,4,-1
0,14,9,1,10,3,-1
0,14,10,0,10,4,-1
2,14,9,1,11,4,-1
0,14,10,0,11,5,-1
2,14,9,1,12,6,-1
0,14,10,0,12,7,-1
0,14,11,0,12,8,-1
2,14,10,0,13,8,-1
0,14,11,1,14,8,-1
3,13,11,1,14,9,-1
3,12,11,1,14,10,-1
0,12,12,1,14,11,-1
3,11,12,1,12,11,-1
3,10,12,1,11,11,-1
3,9,12,1,10,11,-1
0,9,13,1,10,12,-1
0,9,14,1,9,12,-1
3,8,14,1,9,13,-1
3,7,14,1,9,12,999
3,7,14,1,9,12,999
