Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,14,0,0
0,7,1,1,12,0,-1
0,7,2,1,10,0,-1
0,7,3,0,9,0,-1
0,7,4,0,9,1,-1
1,8,4,0,9,2,-1
0,8,5,0,9,1,-1
1,9,5,0,10,1,-1
3,8,5,0,9,1,-1
0,8,6,0,8,1,-1
1,9,6,0,9,1,-1
3,8,6,0,9,2,-1
0,8,7,0,9,1,-1
3,7,7,0,10,1,-1
1,8,7,0,9,1,-1
3,7,7,0,9,2,-1
1,8,7,0,9,1,-1
0,8,8,0,8,1,-1
2,8,7,1,7,1,-1
3,7,7,0,7,2,-1
3,6,7,0,7,1,-1
0,6,8,0,8,1,-1
1,7,8,0,7,1,-1
2,7,7,0,7,2,-1
3,6,7,0,7,3,-1
1,7,7,0,7,4,-1
2,7,6,1,8,4,-1
0,7,7,1,8,5,-1
3,6,7,1,7,6,-1
0,6,8,1,7,7,-1
0,6,9,0,8,8,-1
2,6,8,1,6,8,-101
2,6,8,1,6,8,-101
