Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,6,14,0
1,8,0,0,6,13,-1
1,9,0,0,7,13,-1
1,10,0,0,7,12,-1
3,9,0,0,7,11,-1
1,10,0,0,6,11,-1
3,9,0,0,6,10,-1
1,10,0,0,6,9,-1
3,9,0,0,6,8,-1
1,10,0,0,7,8,-1
1,11,0,0,6,8,-1
0,11,1,0,6,9,-1
2,11,0,0,6,10,-1
0,11,1,0,6,11,-1
3,10,1,0,6,10,-1
3,9,1,0,5,10,-1
2,9,0,0,6,10,-1
3,8,0,0,6,9,-1
0,8,1,0,6,8,-1
3,7,1,0,7,9,-1
3,6,1,0,7,8,-1
1,7,1,1,6,8,-1
1,8,1,0,6,7,-1
2,8,0,1,6,6,-1
1,9,0,0,7,5,-1
0,9,1,0,7,4,-1
3,8,1,0,7,5,-1
1,9,1,0,7,4,-1
3,8,1,0,7,3,-1
3,7,1,1,7,1,-101
3,7,1,1,7,1,-101
