Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,1,0,-1
0,6,1,3,0,-1
0,6,2,5,0,-1
0,6,3,4,1,-1
0,6,4,5,2,-1
1,7,4,6,3,-1
1,8,4,6,2,-1
1,9,4,7,2,-1
1,10,4,6,2,-1
2,10,3,7,2,-1
2,10,2,7,3,-1
2,10,1,7,4,-1
2,10,0,8,4,-1
0,10,1,7,4,-1
3,9,1,8,4,-1
2,9,0,7,4,-1
1,10,0,8,4,-1
3,9,0,7,4,-1
1,10,0,8,4,-1
0,10,1,7,4,-1
3,9,1,8,4,-1
1,10,1,7,4,-1
2,10,0,8,4,-1
3,9,0,7,4,-1
1,10,0,8,4,-1
3,9,0,7,4,-1
1,10,0,8,4,-1
0,10,1,7,4,-1
3,9,1,8,4,-1
3,8,1,7,4,-1
0,8,2,8,4,-1
2,8,1,7,4,-1
1,9,1,8,4,-1
1,10,1,9,4,-1
2,10,0,8,4,-1
0,10,1,7,4,-1
0,10,2,7,3,-1
2,10,1,7,4,-1
0,10,2,8,4,-1
2,10,1,8,5,-1
2,10,0,8,4,-1
3,9,0,7,4,-1
0,9,1,8,4,-1
2,9,0,7,4,-1
0,9,1,7,3,-1
1,10,1,7,4,-1
3,9,1,8,4,-1
3,8,1,7,4,-1
1,9,1,8,4,-1
1,10,1,7,4,-1
2,10,0,8,4,-1
3,9,0,7,4,-1
1,10,0,7,3,-1
0,10,1,7,4,-1
2,10,0,7,5,-1
0,10,1,7,4,-1
2,10,0,8,4,-1
0,10,1,7,4,-1
0,10,2,7,5,-1
2,10,1,7,4,-1
0,10,2,8,4,-1
2,10,1,8,5,-1
2,10,0,8,4,-1
3,9,0,8,5,-1
1,10,0,8,4,-1
3,9,0,8,5,-1
1,10,0,9,5,-1
3,9,0,10,5,-1
3,8,0,9,5,-1
1,9,0,8,5,-1
1,10,0,8,4,-1
3,9,0,7,4,-1
1,10,0,6,4,-1
0,10,1,7,4,-1
2,10,0,6,4,-1
0,10,1,7,4,-1
3,9,1,8,4,-1
1,10,1,7,4,-1
2,10,0,7,3,-1
0,10,1,7,4,-1
0,10,2,8,4,-1
2,10,1,7,4,-1
0,10,2,8,4,-1
2,10,1,9,4,-1
2,10,0,8,4,-1
3,9,0,7,4,-1
0,9,1,6,4,-1
1,10,1,7,4,-1
2,10,0,6,4,-1
0,10,1,6,3,-1
0,10,2,7,3,-1
0,10,3,7,4,-1
2,10,2,8,4,-1
2,10,1,7,4,-1
2,10,0,8,4,-1
