Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,10,10,0
3,6,0,0,9,10,-1
3,5,0,0,10,10,-1
0,5,1,0,9,10,-1
0,5,2,0,8,10,-1
3,4,2,0,9,10,-1
0,4,3,0,8,10,-1
0,4,4,0,9,10,-1
0,4,5,0,10,10,-1
2,4,4,0,10,11,-1
2,4,3,0,11,11,-1
0,4,4,0,10,11,-1
2,4,3,0,9,11,-1
0,4,4,0,9,10,-1
1,5,4,0,10,10,-1
3,4,4,0,9,10,-1
2,4,3,0,8,10,-1
1,5,3,0,7,10,-1
0,5,4,0,7,9,-1
1,6,4,0,6,9,-1
1,7,4,0,7,9,-1
0,7,5,0,6,9,-1
1,8,5,1,7,8,-1
3,7,5,0,8,9,-1
2,7,4,1,8,7,-1
3,6,4,1,8,5,-1
3,5,4,1,7,4,-1
3,4,4,1,8,5,-1
0,4,5,0,7,4,-1
0,4,6,0,5,4,-1
0,4,7,1,4,4,-1
0,4,8,1,4,6,-1
0,4,9,1,4,8,-1
1,5,9,1,5,9,-101
1,5,9,1,5,9,-101
