Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,0,14,0
1,8,0,1,0,13,-1
1,9,0,1,0,12,-1
1,10,0,1,1,12,-1
1,11,0,1,2,13,-1
1,12,0,1,2,12,-1
1,13,0,1,3,13,-1
1,14,0,1,3,12,-1
3,13,0,1,4,12,-1
1,14,0,1,5,11,-1
0,14,1,1,5,9,-1
2,14,0,1,6,8,-1
3,13,0,1,6,6,-1
1,14,0,1,7,6,-1
3,13,0,1,8,5,-1
1,14,0,1,9,5,-1
0,14,1,1,11,5,-1
2,14,0,1,11,4,-1
0,14,1,1,12,3,-1
2,14,0,1,13,2,-1
3,13,0,1,13,1,-1
3,12,0,1,12,1,-1
3,11,0,1,13,1,-1
3,10,0,1,11,1,-1
3,9,0,1,9,1,-1
3,8,0,1,8,1,-1
1,9,0,1,9,1,-1
1,10,0,1,8,0,-1
1,11,0,1,9,0,-1
1,12,0,1,9,1,-1
1,13,0,1,10,1,-1
1,14,0,1,11,1,-1
0,14,1,1,12,1,-1
0,14,2,1,14,1,-1
0,14,3,1,13,2,-1
0,14,4,1,13,3,-1
0,14,5,1,13,4,-1
0,14,6,1,14,5,-1
3,13,6,1,13,4,-1
0,13,7,1,13,5,-1
0,13,8,1,13,7,-1
0,13,9,1,13,8,-1
3,12,9,1,12,9,-101
3,12,9,1,12,9,-101
