Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,11,4,0
3,6,0,0,12,4,-1
3,5,0,0,12,5,-1
0,5,1,0,11,5,-1
1,6,1,0,11,6,-1
1,7,1,1,10,6,-1
3,6,1,0,11,6,-1
1,7,1,0,11,5,-1
2,7,0,0,11,6,-1
0,7,1,0,11,5,-1
1,8,1,0,12,5,-1
3,7,1,0,11,5,-1
1,8,1,0,12,5,-1
1,9,1,0,11,5,-1
3,8,1,0,12,5,-1
2,8,0,0,11,5,-1
1,9,0,0,12,5,-1
3,8,0,0,11,5,-1
1,9,0,0,12,5,-1
1,10,0,0,11,5,-1
1,11,0,0,12,5,-1
1,12,0,1,12,3,-1
3,11,0,1,12,2,-1
3,10,0,1,12,1,-1
3,9,0,1,11,1,-1
3,8,0,1,11,0,-1
0,8,1,0,12,0,-1
3,7,1,1,10,0,-1
3,6,1,1,8,0,-1
0,6,2,0,8,1,-1
2,6,1,1,8,0,-1
0,6,2,1,7,1,-1
0,6,3,1,6,2,-1
1,7,3,1,6,3,-1
0,7,4,1,7,3,-1
1,8,4,1,8,3,-1
0,8,5,1,8,5,-101
0,8,5,1,8,5,-101
