Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,5,6,0
1,8,0,0,4,6,-1
1,9,0,0,5,6,-1
1,10,0,0,4,6,-1
1,11,0,0,3,6,-1
1,12,0,0,2,6,-1
1,13,0,0,2,7,-1
1,14,0,0,3,7,-1
0,14,1,1,3,8,-1
0,14,2,0,3,9,-1
0,14,3,0,3,8,-1
0,14,4,0,4,8,-1
0,14,5,0,5,8,-1
3,13,5,0,4,8,-1
0,13,6,0,4,7,-1
1,14,6,0,3,7,-1
0,14,7,0,2,7,-1
0,14,8,0,2,6,-1
0,14,9,0,2,7,-1
0,14,10,0,2,8,-1
0,14,11,0,2,7,-1
0,14,12,0,2,6,-1
0,14,13,0,2,7,-1
3,13,13,0,3,7,-1
3,12,13,0,2,7,-1
0,12,14,0,3,7,-1
3,11,14,0,3,6,-1
3,10,14,0,3,7,-1
3,9,14,0,5,7,-1
3,8,14,0,6,7,-1
3,7,14,0,6,8,999
3,7,14,0,6,8,999
