Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,11,0,0
3,6,0,1,9,0,-1
3,5,0,1,8,0,-1
3,4,0,1,6,0,-1
3,3,0,1,5,1,-1
3,2,0,1,6,0,-1
3,1,0,1,4,0,-1
0,1,1,1,3,0,-1
0,1,2,1,2,1,-1
0,1,3,1,1,2,-1
0,1,4,1,0,1,-1
0,1,5,1,0,2,-1
0,1,6,1,0,1,-1
0,1,7,1,0,2,-1
0,1,8,1,1,3,-1
0,1,9,1,1,4,-1
1,2,9,1,1,5,-1
1,3,9,1,1,6,-1
0,3,10,1,1,7,-1
0,3,11,1,1,6,-1
1,4,11,1,1,7,-1
0,4,12,1,1,6,-1
2,4,11,1,1,8,-1
0,4,12,1,1,7,-1
1,5,12,1,2,8,-1
0,5,13,1,2,10,-1
1,6,13,1,3,11,-1
1,7,13,1,5,11,-1
1,8,13,1,7,11,-1
0,8,14,1,6,12,-1
1,9,14,1,7,12,-1
3,8,14,1,8,13,-1
3,7,14,1,7,14,999
3,7,14,1,7,14,999
