Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,6,14,0
1,8,0,0,7,14,-1
3,7,0,0,7,13,-1
1,8,0,0,6,13,-1
0,8,1,0,6,12,-1
2,8,0,0,6,13,-1
3,7,0,0,6,12,-1
3,6,0,0,6,11,-1
3,5,0,0,7,11,-1
0,5,1,0,7,10,-1
2,5,0,0,7,9,-1
0,5,1,0,7,10,-1
1,6,1,0,8,10,-1
3,5,1,0,7,10,-1
2,5,0,0,7,11,-1
1,6,0,0,6,11,-1
0,6,1,0,7,11,-1
2,6,0,0,6,11,-1
0,6,1,0,5,11,-1
2,6,0,0,5,10,-1
3,5,0,0,5,11,-1
1,6,0,0,4,11,-1
3,5,0,0,4,10,-1
0,5,1,0,4,9,-1
2,5,0,1,4,8,-1
3,4,0,0,4,6,-1
3,3,0,1,4,4,-1
3,2,0,1,4,2,-1
3,1,0,1,3,1,-1
0,1,1,1,2,0,-1
0,1,2,1,1,1,-1
1,2,2,1,1,2,-1
1,3,2,1,3,2,-101
1,3,2,1,3,2,-101
