Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,13,14,0
1,8,0,0,14,14,-1
1,9,0,0,14,13,-1
1,10,0,0,13,13,-1
0,10,1,0,14,13,-1
3,9,1,0,13,13,-1
1,10,1,0,13,14,-1
0,10,2,0,12,14,-1
1,11,2,0,12,13,-1
0,11,3,0,11,13,-1
0,11,4,0,12,13,-1
0,11,5,0,12,14,-1
3,10,5,0,11,14,-1
1,11,5,0,11,13,-1
0,11,6,0,10,13,-1
1,12,6,0,10,14,-1
2,12,5,0,9,14,-1
2,12,4,0,10,14,-1
0,12,5,0,11,14,-1
3,11,5,0,12,14,-1
0,11,6,0,11,14,-1
1,12,6,0,12,14,-1
3,11,6,0,13,14,-1
1,12,6,0,13,13,-1
2,12,5,0,13,12,-1
2,12,4,0,13,13,-1
0,12,5,0,12,13,-1
0,12,6,0,13,13,-1
3,11,6,0,14,13,-1
1,12,6,0,14,12,-1
2,12,5,0,13,12,-1
2,12,4,0,12,12,-1
0,12,5,0,13,12,-1
0,12,6,0,12,12,-1
2,12,5,0,11,12,-1
0,12,6,0,11,13,-1
3,11,6,0,11,14,-1
2,11,5,0,10,14,-1
3,10,5,0,10,13,-1
3,9,5,1,10,12,-1
3,8,5,1,10,10,-1
2,8,4,1,10,9,-1
3,7,4,1,10,10,-1
1,8,4,1,10,9,-1
2,8,3,1,9,8,-1
2,8,2,1,9,7,-1
2,8,1,1,9,6,-1
0,8,2,1,8,5,-1
2,8,1,1,8,3,-1
1,9,1,1,7,2,-1
1,10,1,1,9,2,-1
2,10,0,1,9,1,-1
1,11,0,1,10,0,-1
0,11,1,1,11,1,-101
0,11,1,1,11,1,-101
