Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,12,11,0
1,8,0,0,11,11,-1
1,9,0,0,11,10,-1
3,8,0,0,10,10,-1
1,9,0,0,11,10,-1
3,8,0,0,10,10,-1
1,9,0,0,9,10,-1
3,8,0,0,10,9,-1
0,8,1,0,10,8,-1
2,8,0,0,9,8,-1
3,7,0,1,9,7,-1
3,6,0,1,9,8,-1
0,6,1,1,9,7,-1
3,5,1,1,9,6,-1
3,4,1,1,8,5,-1
3,3,1,0,7,5,-1
0,3,2,1,7,4,-1
3,2,2,1,7,3,-1
0,2,3,0,5,3,-1
0,2,4,0,5,2,-1
3,1,4,0,4,2,-1
0,1,5,0,4,3,-1
0,1,6,0,4,2,-1
1,2,6,0,3,2,-1
0,2,7,0,4,2,-1
1,3,7,0,3,2,-1
0,3,8,0,2,2,-1
1,4,8,0,1,2,-1
0,4,9,0,1,3,-1
1,5,9,0,0,3,-1
0,5,10,1,0,5,-1
1,6,10,1,1,6,-1
0,6,11,1,2,6,-1
0,6,12,1,2,7,-1
0,6,13,1,2,8,-1
0,6,14,1,2,9,-1
2,6,13,1,3,9,-1
0,6,14,1,3,11,-1
2,6,13,1,5,11,-1
0,6,14,1,5,13,-1
1,7,14,1,6,13,999
1,7,14,1,6,13,999
