Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,14,7,0
0,7,1,0,13,7,-1
1,8,1,0,13,6,-1
1,9,1,0,13,5,-1
1,10,1,0,13,6,-1
3,9,1,0,13,7,-1
1,10,1,0,13,6,-1
0,10,2,0,14,6,-1
0,10,3,0,14,7,-1
3,9,3,0,14,8,-1
1,10,3,0,14,7,-1
3,9,3,0,14,8,-1
0,9,4,0,14,7,-1
0,9,5,0,13,7,-1
3,8,5,0,13,6,-1
0,8,6,0,13,7,-1
0,8,7,0,13,6,-1
1,9,7,0,13,7,-1
1,10,7,0,13,6,-1
3,9,7,0,13,5,-1
1,10,7,0,13,6,-1
0,10,8,0,13,5,-1
1,11,8,0,13,6,-1
3,10,8,0,13,5,-1
3,9,8,0,12,5,-1
1,10,8,0,11,5,-1
3,9,8,0,12,5,-1
1,10,8,0,13,5,-1
0,10,9,0,12,5,-1
2,10,8,0,11,5,-1
0,10,9,0,12,5,-1
3,9,9,0,13,5,-1
2,9,8,0,12,5,-1
0,9,9,0,11,5,-1
0,9,10,0,12,5,-1
3,8,10,0,11,5,-1
3,7,10,0,10,5,-1
0,7,11,0,9,5,-1
3,6,11,0,8,5,-1
1,7,11,0,8,6,-1
2,7,10,1,8,5,-1
2,7,9,0,8,7,-1
0,7,10,0,9,7,-1
2,7,9,0,9,8,-1
2,7,8,0,9,9,-1
0,7,9,0,9,10,-1
0,7,10,1,7,10,-101
0,7,10,1,7,10,-101
