Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,4,11,0
1,8,0,1,5,10,-1
1,9,0,1,4,9,-1
0,9,1,1,4,10,-1
2,9,0,1,4,9,-1
1,10,0,1,4,8,-1
3,9,0,1,4,7,-1
1,10,0,1,3,8,-1
1,11,0,1,3,7,-1
3,10,0,1,2,6,-1
1,11,0,1,2,7,-1
3,10,0,1,3,6,-1
1,11,0,1,4,6,-1
3,10,0,1,3,6,-1
1,11,0,1,5,6,-1
3,10,0,1,6,5,-1
3,9,0,1,6,4,-1
1,10,0,1,6,2,-1
1,11,0,1,7,1,-1
1,12,0,1,9,1,-1
1,13,0,1,11,1,-1
1,14,0,1,12,1,-1
3,13,0,1,12,2,-1
1,14,0,1,12,0,-1
0,14,1,1,13,0,-1
0,14,2,1,13,1,-1
0,14,3,1,12,1,-1
2,14,2,1,14,1,-1
3,13,2,1,14,0,-1
3,12,2,1,13,1,-1
0,12,3,1,14,1,-1
3,11,3,1,13,1,-1
0,11,4,1,12,2,-1
0,11,5,1,12,3,-1
3,10,5,1,11,3,-1
0,10,6,1,11,4,-1
0,10,7,1,11,5,-1
0,10,8,1,11,6,-1
0,10,9,1,11,5,-1
0,10,10,1,11,7,-1
3,9,10,1,12,7,-1
0,9,11,1,12,8,-1
3,8,11,1,11,8,-1
1,9,11,1,10,7,-1
0,9,12,1,11,8,-1
0,9,13,1,11,9,-1
3,8,13,1,9,9,-1
0,8,14,1,9,10,-1
3,7,14,1,9,11,999
3,7,14,1,9,11,999
